
Gurobi 11.0.3 (linux64, Java) logging started qui 18 dez 2025 20:27:15 -03

Set parameter WLSAccessID
Set parameter WLSSecret
Set parameter LicenseID to value 2566693
Academic license 2566693 - for non-commercial use only - registered to ja___@ufv.br
Set parameter NonConvex to value 2
Set parameter TimeLimit to value 3600
Set parameter LogToConsole to value 0
Set parameter MIPGap to value 2.8398712201892718e-08
Set parameter Threads to value 1
Set parameter NodefileDir to value "/home/ps12398/efpe/goalProgrammingMarcos/"
Set parameter NodefileStart to value 0.1
Gurobi Optimizer version 11.0.3 build v11.0.3rc0 (linux64)

CPU model: Intel(R) Xeon(R) CPU           X5650  @ 2.67GHz, instruction set [SSE2]
Thread count: 12 physical cores, 24 logical processors, using up to 1 threads

Academic license 2566693 - for non-commercial use only - registered to ja___@ufv.br
Optimize a model with 257643 rows, 174944 columns and 1943429 nonzeros
Model fingerprint: 0xc34fe10c
Model has 300 quadratic constraints
Variable types: 87326 continuous, 87618 integer (295 binary)
Coefficient statistics:
  Matrix range     [3e-03, 3e+06]
  QMatrix range    [3e-03, 5e+04]
  QLMatrix range   [1e+00, 5e+04]
  Objective range  [1e+00, 7e+07]
  Bounds range     [1e+00, 1e+08]
  RHS range        [1e+00, 2e+06]
  QRHS range       [3e-02, 3e-02]
Presolve removed 255895 rows and 172676 columns
Presolve time: 1.38s
Presolved: 2891 rows, 2626 columns, 329427 nonzeros
Presolved model has 2 SOS constraint(s)
Presolved model has 295 bilinear constraint(s)

Solving non-convex MIQCP

Variable types: 953 continuous, 1673 integer (297 binary)
Found heuristic solution: objective 2.064526e+07

Root relaxation: objective 2.294426e+06, 390 iterations, 0.21 seconds (0.08 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 23691 19432 2334733.58   83  323 2351839.90 2312330.59  1.68%   5.5 1340s
 23761 19499 2348668.47  109  334 2351839.90 2312330.59  1.68%   5.5 1345s
 23828 19528 2316869.00   56  319 2351839.90 2312330.62  1.68%   5.7 1350s
 23900 19598 2332013.35   84  317 2351839.90 2312330.62  1.68%   5.7 1355s
 23963 19631 2322261.13   54  317 2351839.90 2312330.66  1.68%   5.8 1360s
 24048 19704 2338172.12   80  325 2351839.90 2312330.66  1.68%   5.9 1365s
 24115 19749     cutoff  105      2351839.90 2312330.66  1.68%   6.0 1370s
 24209 19821 2320632.05   71  315 2351839.90 2312330.68  1.68%   6.1 1375s
 24311 19909 2325664.33  109  312 2351839.90 2312330.68  1.68%   6.1 1380s
 24426 20002 2327014.40  124  309 2351839.90 2312330.68  1.68%   6.1 1385s
 24544 20099 2328339.06  165  306 2351839.90 2312330.68  1.68%   6.1 1390s
 24666 20180 2329931.49  214  305 2351839.90 2312330.68  1.68%   6.1 1395s
 24808 20204 2338105.71  252  330 2351839.90 2312330.68  1.68%   6.0 1400s
 24913 20238 2343987.95  290  333 2351839.90 2312330.68  1.68%   6.0 1405s
 24998 20280 2346019.87  306  329 2351839.90 2312330.68  1.68%   6.0 1410s
 25085 20308 2315368.73   39  316 2351839.90 2312330.68  1.68%   6.0 1415s
 25143 20356 2320355.93   59  318 2351839.90 2312330.68  1.68%   6.0 1420s
 25232 20445 2333924.48   96  329 2351839.90 2312330.68  1.68%   6.0 1425s
 25327 20540 2333014.99  115  330 2351839.90 2312330.68  1.68%   6.0 1430s
 25435 20648 2335010.40  157  325 2351839.90 2312330.68  1.68%   6.0 1435s
 25663 20876 2337698.16  385  325 2351839.90 2312330.68  1.68%   6.0 1440s
 25910 21123 2340027.05  608  319 2351839.90 2312330.68  1.68%   5.9 1445s
 26068 21281 2340787.80  692  318 2351839.90 2312330.68  1.68%   5.9 1450s
 26223 21436 2341144.48  741  305 2351839.90 2312330.68  1.68%   5.9 1455s
 26367 21580 2341167.98  752  304 2351839.90 2312330.68  1.68%   5.9 1460s
 26504 21717 2342736.95  761  314 2351839.90 2312330.68  1.68%   5.9 1465s
 26655 21868 2341207.22  771  303 2351839.90 2312330.68  1.68%   5.8 1470s
 26799 22012 2341227.54  781  303 2351839.90 2312330.68  1.68%   5.8 1475s
 26947 22160 2341249.28  792  304 2351839.90 2312330.68  1.68%   5.8 1480s
 27084 22297 2341271.32  804  304 2351839.90 2312330.68  1.68%   5.8 1485s
 27233 22446 2341292.01  814  304 2351839.90 2312330.68  1.68%   5.7 1490s
 27376 22589 2341318.39  827  304 2351839.90 2312330.68  1.68%   5.7 1495s
 27513 22726 2341342.18  839  303 2351839.90 2312330.68  1.68%   5.7 1500s
 27660 22873 2341368.83  852  303 2351839.90 2312330.68  1.68%   5.7 1505s
 27808 23021 2341394.53  866  304 2351839.90 2312330.68  1.68%   5.7 1510s
 27935 23148 2341416.21  877  304 2351839.90 2312330.68  1.68%   5.6 1515s
 28063 23276 2341441.54  889  303 2351839.90 2312330.68  1.68%   5.6 1520s
 28217 23430 2341469.37  903  303 2351839.90 2312330.68  1.68%   5.6 1525s
 28352 23565 2341490.11  914  304 2351839.90 2312330.68  1.68%   5.6 1530s
 28484 23697 2341513.96  926  304 2351839.90 2312330.68  1.68%   5.6 1535s
 28608 23821 2341540.06  936  304 2351839.90 2312330.68  1.68%   5.5 1540s
 28731 23944 2341566.75  947  303 2351839.90 2312330.68  1.68%   5.5 1545s
 28846 24059 2341589.13  954  304 2351839.90 2312330.68  1.68%   5.5 1550s
 28966 24179 2341612.65  963  304 2351839.90 2312330.68  1.68%   5.5 1555s
 29084 24297 2341637.70  975  303 2351839.90 2312330.68  1.68%   5.5 1560s
 29211 24424 2341682.10  988  303 2351839.90 2312330.68  1.68%   5.5 1565s
 29307 24520 2341720.22 1001  304 2351839.90 2312330.68  1.68%   5.5 1570s
 29396 24609 2341752.79 1015  304 2351839.90 2312330.68  1.68%   5.5 1575s
 29495 24708 2341788.79 1025  304 2351839.90 2312330.68  1.68%   5.5 1580s
 29595 24808 2341826.61 1042  303 2351839.90 2312330.68  1.68%   5.5 1585s
 29690 24903 2343430.14 1065  313 2351839.90 2312330.68  1.68%   5.5 1590s
 29798 25011 2341894.83 1099  303 2351839.90 2312330.68  1.68%   5.5 1595s
 29893 25106 2343498.75 1123  314 2351839.90 2312330.68  1.68%   5.5 1600s
 29999 25212 2343534.27 1153  314 2351839.90 2312330.68  1.68%   5.5 1605s
 30104 25317 2343569.80 1183  314 2351839.90 2312330.68  1.68%   5.5 1610s
 30209 25422 2343591.83 1213  313 2351839.90 2312330.68  1.68%   5.5 1615s
 30264 25477 2342048.51 1230  303 2351839.90 2312330.68  1.68%   5.5 1620s
 30364 25577 2343641.60 1255  313 2351839.90 2312330.68  1.68%   5.5 1625s
 30469 25682 2343677.14 1285  313 2351839.90 2312330.68  1.68%   5.5 1630s
 30559 25772 2344098.03 1302  314 2351839.90 2312330.68  1.68%   5.5 1635s
 30797 26000 2346325.31 1486  314 2351839.90 2312330.68  1.68%   5.4 1640s
 31256 26439 2344000.86 1907  307 2351839.90 2312330.68  1.68%   5.4 1645s
 31892 27075 2345500.89 2543  307 2351839.90 2312330.68  1.68%   5.3 1650s
 32373 27536     cutoff 2999      2351839.90 2312330.68  1.68%   5.3 1655s
 32442 27539 infeasible 3009      2351839.90 2312330.68  1.68%   5.3 1660s
 32521 27552 2347137.76 3015  312 2351839.90 2312330.68  1.68%   5.3 1665s
 32605 27594 2347748.78 3034  308 2351839.90 2312330.68  1.68%   5.3 1670s
 32694 27641 2347919.05 3067  309 2351839.90 2312330.68  1.68%   5.3 1675s
 32793 27736 2349094.79 3131  314 2351839.90 2312330.68  1.68%   5.3 1680s
 32868 27739     cutoff 3136      2351839.90 2312330.68  1.68%   5.4 1685s
 32929 27736     cutoff 3138      2351839.90 2312330.68  1.68%   5.4 1690s
 32996 27736 2349050.78 3139  302 2351839.90 2312330.68  1.68%   5.4 1695s
 33062 27738 2349159.05 3143  303 2351839.90 2312330.68  1.68%   5.4 1700s
 33129 27746     cutoff   69      2351839.90 2312330.75  1.68%   5.5 1705s
 33199 27762 2346783.14   70  344 2351839.90 2312331.00  1.68%   5.5 1710s
 33278 27811 2335742.92   71  320 2351839.90 2312331.02  1.68%   5.5 1715s
 33372 27899 2332804.62  118  315 2351839.90 2312331.02  1.68%   5.5 1720s
 33453 27974 2339883.93  159  329 2351839.90 2312331.02  1.68%   5.5 1725s
 33590 28111 2339417.94  227  317 2351839.90 2312331.02  1.68%   5.5 1730s
 33720 28241 2339759.78  292  317 2351839.90 2312331.02  1.68%   5.5 1735s
 33856 28377 2340092.19  360  317 2351839.90 2312331.02  1.68%   5.5 1740s
 33990 28511 2340414.14  427  318 2351839.90 2312331.02  1.68%   5.5 1745s
 34122 28643 2340736.77  493  318 2351839.90 2312331.02  1.68%   5.5 1750s
 34254 28775 2341069.85  559  317 2351839.90 2312331.02  1.68%   5.5 1755s
 34380 28901 2341428.98  622  316 2351839.90 2312331.02  1.68%   5.5 1760s
 34496 29017 2341756.60  680  316 2351839.90 2312331.02  1.68%   5.4 1765s
 34612 29133 2342089.25  738  315 2351839.90 2312331.02  1.68%   5.4 1770s
 34722 29243 2342386.27  793  314 2351839.90 2312331.02  1.68%   5.4 1775s
 34823 29344 2342511.82  844  315 2351839.90 2312331.02  1.68%   5.4 1780s
 34934 29455 2342658.63  899  314 2351839.90 2312331.02  1.68%   5.4 1785s
 35042 29563 2342797.37  953  314 2351839.90 2312331.02  1.68%   5.4 1790s
 35158 29679 2342946.40 1011  314 2351839.90 2312331.02  1.68%   5.4 1795s
 35283 29804 2343102.78 1074  315 2351839.90 2312331.02  1.68%   5.4 1800s
 35336 29857 2343215.71 1100  314 2351839.90 2312331.02  1.68%   5.4 1805s
 35461 29982 2343351.58 1163  313 2351839.90 2312331.02  1.68%   5.3 1810s
 35601 30122 2343582.34 1233  313 2351839.90 2312331.02  1.68%   5.3 1815s
 35738 30259 2343808.85 1301  312 2351839.90 2312331.02  1.68%   5.3 1820s
 35866 30387 2344019.82 1365  312 2351839.90 2312331.02  1.68%   5.3 1825s
 35999 30520 2344232.13 1432  311 2351839.90 2312331.02  1.68%   5.3 1830s
 36138 30659 2344427.91 1501  310 2351839.90 2312331.02  1.68%   5.3 1835s
 36282 30803 2344629.22 1573  310 2351839.90 2312331.02  1.68%   5.2 1840s
 36404 30925 2344804.42 1634  311 2351839.90 2312331.02  1.68%   5.2 1845s
 36535 31056 2345015.77 1700  308 2351839.90 2312331.02  1.68%   5.2 1850s
 36657 31178 2345380.52 1761  308 2351839.90 2312331.02  1.68%   5.2 1855s
 36776 31297 2345736.31 1820  307 2351839.90 2312331.02  1.68%   5.2 1860s
 36895 31416 2346080.26 1880  308 2351839.90 2312331.02  1.68%   5.2 1865s
 37016 31537 2346445.97 1940  307 2351839.90 2312331.02  1.68%   5.2 1870s
 37119 31640 2347152.60 1992  307 2351839.90 2312331.02  1.68%   5.1 1875s
 37201 31676 2348872.74 2012  312 2351839.90 2312331.02  1.68%   5.2 1880s
 37293 31744 2322349.47   69  317 2351839.90 2312331.79  1.68%   5.2 1885s
 37412 31846 2344267.84  174  316 2351839.90 2312331.79  1.68%   5.2 1890s
 37512 31917 2323007.43   74  311 2351839.90 2312332.30  1.68%   5.2 1895s
 37611 32002 2330800.30  107  321 2351839.90 2312332.30  1.68%   5.2 1900s
 37690 32065 2341684.95  134  337 2351839.90 2312332.30  1.68%   5.2 1905s
 37837 32204 2337023.81  224  320 2351839.90 2312332.30  1.68%   5.2 1910s
 38227 32594 2338631.80  614  320 2351839.90 2312332.30  1.68%   5.2 1915s
 38502 32869 2339476.76  867  319 2351839.90 2312332.30  1.68%   5.1 1920s
 38750 33117 2339969.61 1115  319 2351839.90 2312332.30  1.68%   5.1 1925s
 38907 33274 2340199.83 1203  310 2351839.90 2312332.30  1.68%   5.1 1930s
 39065 33432 2340544.66 1227  310 2351839.90 2312332.30  1.68%   5.1 1935s
 39201 33568 2340455.26 1242  306 2351839.90 2312332.30  1.68%   5.1 1940s
 39341 33708 2340614.35 1270  303 2351839.90 2312332.30  1.68%   5.1 1945s
 39485 33852 2342679.90 1288  316 2351839.90 2312332.30  1.68%   5.1 1950s
 39595 33962 2342742.68 1310  319 2351839.90 2312332.30  1.68%   5.1 1955s
 39727 34094 2342785.64 1334  319 2351839.90 2312332.30  1.68%   5.1 1960s
 39869 34236 2342808.66 1360  316 2351839.90 2312332.30  1.68%   5.1 1965s
 40004 34371 2340856.77 1380  301 2351839.90 2312332.30  1.68%   5.0 1970s
 40133 34500 2342894.53 1408  317 2351839.90 2312332.30  1.68%   5.0 1975s
 40269 34636 2340943.29 1435  300 2351839.90 2312332.30  1.68%   5.0 1980s
 40356 34723 2340971.12 1444  301 2351839.90 2312332.30  1.68%   5.0 1985s
 40475 34842 2343005.51 1470  317 2351839.90 2312332.30  1.68%   5.0 1990s
 40599 34966 2341050.48 1495  300 2351839.90 2312332.30  1.68%   5.0 1995s
 40738 35105 2343114.99 1518  319 2351839.90 2312332.30  1.68%   5.0 2000s
 40871 35238 2343134.39 1542  317 2351839.90 2312332.30  1.68%   5.0 2005s
 41001 35368 2341180.89 1565  299 2351839.90 2312332.30  1.68%   5.0 2010s
 41124 35491 2343216.73 1588  317 2351839.90 2312332.30  1.68%   5.0 2015s
 41250 35617 2341261.73 1608  300 2351839.90 2312332.30  1.68%   5.0 2020s
 41386 35753 2341305.96 1635  299 2351839.90 2312332.30  1.68%   5.0 2025s
 41519 35886 2343369.17 1660  319 2351839.90 2312332.30  1.68%   5.0 2030s
 41630 35997 2341386.42 1672  300 2351839.90 2312332.30  1.68%   5.0 2035s
 41736 36103 2343581.65 1677  319 2351839.90 2312332.30  1.68%   5.0 2040s
 41814 36181 2345382.89 1682  319 2351839.90 2312332.30  1.68%   5.0 2045s
 41885 36234 2345520.85 1685  320 2351839.90 2312332.30  1.68%   5.0 2050s
 41959 36270 infeasible 1695      2351839.90 2312332.30  1.68%   5.0 2055s
 42024 36279     cutoff 1699      2351839.90 2312332.30  1.68%   5.0 2060s
 42108 36321 2344719.72   63  340 2351839.90 2312332.88  1.68%   5.0 2065s
 42202 36387 2334688.15   74  314 2351839.90 2312332.91  1.68%   5.1 2070s
 42294 36453 2323158.66   63  317 2351839.90 2312333.22  1.68%   5.1 2075s
 42399 36517     cutoff   70      2351839.90 2312333.49  1.68%   5.1 2080s
 42488 36548 2339336.24   66  318 2351839.90 2312333.83  1.68%   5.1 2085s
 42576 36602 2316203.64   46  314 2351839.90 2312334.05  1.68%   5.1 2090s
 42681 36705 2324234.44   78  318 2351839.90 2312334.05  1.68%   5.1 2095s
 42749 36773 2327063.89  100  321 2351839.90 2312334.05  1.68%   5.1 2100s
 42825 36849 2329636.88  121  313 2351839.90 2312334.05  1.68%   5.1 2105s
 42907 36901 2330843.64  152  311 2351839.90 2312334.05  1.68%   5.1 2110s
 42984 36966 2333231.48  180  315 2351839.90 2312334.05  1.68%   5.1 2115s
 43061 37012 2332331.01  220  315 2351839.90 2312334.05  1.68%   5.1 2120s
 43145 37044     cutoff  255      2351839.90 2312334.05  1.68%   5.1 2125s
 43230 37071 2335261.69  286  326 2351839.90 2312334.05  1.68%   5.1 2130s
 43307 37085 2339106.51  315  349 2351839.90 2312334.05  1.68%   5.1 2135s
 43372 37103 2350783.49  340  357 2351839.90 2312334.05  1.68%   5.1 2140s
 43425 37120 2344754.49  363  368 2351839.90 2312334.05  1.68%   5.2 2145s
 43474 37133 2346782.36  378  375 2351839.90 2312334.05  1.68%   5.2 2150s
 43526 37161 2348190.26  394  379 2351839.90 2312334.05  1.68%   5.2 2155s
 43572 37179 2349875.73  404  379 2351839.90 2312334.05  1.68%   5.2 2160s
 43607 37201 2350219.78  411  379 2351839.90 2312334.05  1.68%   5.2 2165s
 43651 37221 2351617.15  420  384 2351839.90 2312334.05  1.68%   5.2 2170s
 43688 37228 2351654.40  422  383 2351839.90 2312334.05  1.68%   5.2 2175s
 43744 37244 2334618.67   71  324 2351839.90 2312334.05  1.68%   5.2 2180s
 43799 37273 2323773.86   59  315 2351839.90 2312334.19  1.68%   5.2 2185s
 43885 37357 2341585.86  129  317 2351839.90 2312334.19  1.68%   5.2 2190s
 43966 37414 2345658.05  194  329 2351839.90 2312334.19  1.68%   5.2 2195s
 44047 37478 2351554.36  246  331 2351839.90 2312334.19  1.68%   5.2 2200s
 44095 37500 2351675.79  266  320 2351839.90 2312334.19  1.68%   5.2 2205s
 44157 37534     cutoff   66      2351839.90 2312334.74  1.68%   5.2 2210s
 44203 37542 2312604.22   32  321 2351839.90 2312334.98  1.68%   5.3 2215s
H44214 37547                    2351838.3087 2312334.98  1.68%   5.3 2216s
 44262 37597 2319334.16   61  324 2351838.31 2312334.98  1.68%   5.3 2220s
 44333 37662 2327304.85   97  323 2351838.31 2312334.98  1.68%   5.3 2225s
 44413 37742 2334703.12  137  329 2351838.31 2312334.98  1.68%   5.3 2230s
 44496 37811 2334433.24  178  332 2351838.31 2312334.98  1.68%   5.3 2235s
 44600 37915 2335621.80  230  314 2351838.31 2312334.98  1.68%   5.3 2240s
 44703 38018 2335907.76  282  315 2351838.31 2312334.98  1.68%   5.3 2245s
 44824 38139 2336266.75  342  314 2351838.31 2312334.98  1.68%   5.3 2250s
 44941 38256 2336589.25  401  317 2351838.31 2312334.98  1.68%   5.3 2255s
 45054 38369 2336919.04  457  315 2351838.31 2312334.98  1.68%   5.3 2260s
 45109 38424 2337072.96  485  317 2351838.31 2312334.98  1.68%   5.3 2265s
 45210 38525 2337296.58  535  311 2351838.31 2312334.98  1.68%   5.3 2270s
 45289 38604 2337387.41  575  311 2351838.31 2312334.98  1.68%   5.2 2275s
 45370 38685 2337499.11  615  310 2351838.31 2312334.98  1.68%   5.2 2280s
 45427 38742 2337566.24  644  311 2351838.31 2312334.98  1.68%   5.2 2286s
 45490 38805 2337653.28  675  310 2351838.31 2312334.98  1.68%   5.2 2290s
 45581 38896 2337762.55  721  311 2351838.31 2312334.98  1.68%   5.2 2295s
 45667 38982 2337874.57  764  311 2351838.31 2312334.98  1.68%   5.2 2300s
 45760 39075 2338007.78  810  311 2351838.31 2312334.98  1.68%   5.2 2305s
 45849 39164 2338106.85  855  311 2351838.31 2312334.98  1.68%   5.2 2310s
 45937 39252 2338230.01  899  310 2351838.31 2312334.98  1.68%   5.2 2315s
 46045 39360 2338493.98  953  310 2351838.31 2312334.98  1.68%   5.2 2320s
 46126 39441 2338697.25  993  310 2351838.31 2312334.98  1.68%   5.2 2325s
 46214 39529 2338912.33 1037  310 2351838.31 2312334.98  1.68%   5.2 2330s
 46298 39613 2339117.64 1079  310 2351838.31 2312334.98  1.68%   5.2 2335s
 46390 39705 2339342.51 1125  310 2351838.31 2312334.98  1.68%   5.2 2340s
 46482 39797 2339567.37 1171  310 2351838.31 2312334.98  1.68%   5.2 2345s
 46564 39879 2339738.63 1212  307 2351838.31 2312334.98  1.68%   5.2 2350s
 46632 39947 2339834.06 1246  307 2351838.31 2312334.98  1.68%   5.2 2355s
 46698 40013 2339926.50 1279  307 2351838.31 2312334.98  1.68%   5.2 2360s
 46758 40073 2340010.70 1309  307 2351838.31 2312334.98  1.68%   5.2 2365s
 46824 40139 2340103.51 1342  307 2351838.31 2312334.98  1.68%   5.2 2370s
 46888 40203 2340193.33 1374  307 2351838.31 2312334.98  1.68%   5.2 2375s
 46952 40267 2340283.14 1406  307 2351838.31 2312334.98  1.68%   5.2 2380s
 47016 40331 2340372.96 1438  307 2351838.31 2312334.98  1.68%   5.1 2385s
 47082 40397 2340465.39 1471  307 2351838.31 2312334.98  1.68%   5.1 2390s
 47148 40463 2340558.20 1504  307 2351838.31 2312334.98  1.68%   5.1 2395s
 47211 40526 2340645.61 1536  307 2351838.31 2312334.98  1.68%   5.1 2400s
 47287 40600 2341471.58 1574  298 2351838.31 2312334.98  1.68%   5.1 2405s
 47353 40644 2345119.71 1607  312 2351838.31 2312334.98  1.68%   5.1 2410s
 47423 40710 2345655.67 1642  302 2351838.31 2312334.98  1.68%   5.1 2415s
 47515 40802 2345668.67 1688  302 2351838.31 2312334.98  1.68%   5.1 2420s
 47611 40898 2345682.33 1736  303 2351838.31 2312334.98  1.68%   5.1 2425s
 47708 40995 2345698.22 1784  302 2351838.31 2312334.98  1.68%   5.1 2430s
 47798 41085 2345715.17 1829  303 2351838.31 2312334.98  1.68%   5.1 2435s
 47899 41186 2345723.05 1880  303 2351838.31 2312334.98  1.68%   5.1 2440s
 48000 41287 2345739.51 1930  302 2351838.31 2312334.98  1.68%   5.1 2445s
 48093 41380 2345750.38 1977  303 2351838.31 2312334.98  1.68%   5.1 2450s
 48197 41484 2345765.09 2029  303 2351838.31 2312334.98  1.68%   5.1 2455s
 48288 41575 2345780.23 2074  302 2351838.31 2312334.98  1.68%   5.1 2460s
 48381 41668 2345791.10 2121  303 2351838.31 2312334.98  1.68%   5.1 2465s
 48469 41750 2349147.29 2165  302 2351838.31 2312334.98  1.68%   5.1 2470s
 48535 41772 2338713.22   69  306 2351838.31 2312335.65  1.68%   5.1 2475s
 48601 41816 2342798.21   96  310 2351838.31 2312335.65  1.68%   5.1 2480s
 48652 41837     cutoff  114      2351838.31 2312335.65  1.68%   5.1 2485s
 48706 41857     cutoff   75      2351838.31 2312335.93  1.68%   5.1 2490s
 48770 41887 2320121.84   53  315 2351838.31 2312336.25  1.68%   5.1 2495s
 48830 41925     cutoff   77      2351838.31 2312338.99  1.68%   5.1 2500s
 48911 41998 2344242.74  140  330 2351838.31 2312338.99  1.68%   5.1 2505s
 48972 42043     cutoff  174      2351838.31 2312338.99  1.68%   5.1 2510s
 49030 42073     cutoff   48      2351838.31 2312339.22  1.68%   5.1 2515s
 49101 42142 2324220.43   74  319 2351838.31 2312339.22  1.68%   5.2 2520s
 49170 42207 2327633.73  102  324 2351838.31 2312339.22  1.68%   5.2 2525s
 49247 42276 2328054.77  118  317 2351838.31 2312339.22  1.68%   5.2 2530s
 49349 42358     cutoff  141      2351838.31 2312339.22  1.68%   5.2 2535s
 49446 42427 2332030.46  177  315 2351838.31 2312339.22  1.68%   5.1 2540s
 49506 42476 2331172.28  204  316 2351838.31 2312339.22  1.68%   5.1 2545s
 49571 42524 2336229.47  237  316 2351838.31 2312339.22  1.68%   5.1 2550s
 49649 42580 2342491.06  267  329 2351838.31 2312339.22  1.68%   5.1 2555s
 49729 42605 2336275.36  302  336 2351838.31 2312339.22  1.68%   5.2 2560s
 49799 42614 2340740.94  335  354 2351838.31 2312339.22  1.68%   5.2 2565s
 49852 42623 2344113.26  354  359 2351838.31 2312339.22  1.68%   5.2 2570s
 49906 42650 2346132.62  374  367 2351838.31 2312339.22  1.68%   5.2 2575s
 49952 42676     cutoff  391      2351838.31 2312339.22  1.68%   5.2 2580s
 49997 42696 2350137.69  402  380 2351838.31 2312339.22  1.68%   5.2 2585s
 50041 42731 2349786.15  416  385 2351838.31 2312339.22  1.68%   5.2 2590s
 50077 42752 2350942.78  426  387 2351838.31 2312339.22  1.68%   5.2 2595s
 50122 42794 2351303.72  460  384 2351838.31 2312339.22  1.68%   5.2 2600s
 50170 42827 2351777.04  493  383 2351838.31 2312339.22  1.68%   5.2 2605s
 50207 42824 infeasible  496      2351838.31 2312339.22  1.68%   5.2 2610s
 50250 42839 2346607.58   70  339 2351838.31 2312342.53  1.68%   5.2 2615s
 50306 42857     cutoff   77      2351838.31 2312342.59  1.68%   5.3 2620s
 50363 42878 2312593.24   31  320 2351838.31 2312351.13  1.68%   5.3 2625s
 50436 42941 2324211.52   62  307 2351838.31 2312354.02  1.68%   5.3 2630s
 50498 43000 2349458.96  112  304 2351838.31 2312354.02  1.68%   5.3 2637s
 50522 43006     cutoff  128      2351838.31 2312354.02  1.68%   5.3 2640s
 50580 43022 2333419.99   72  317 2351838.31 2312354.16  1.68%   5.3 2645s
 50641 43049 2346539.37   73  341 2351838.31 2312579.12  1.67%   5.3 2650s
 50713 43117 2336668.66   73  318 2351838.31 2312579.12  1.67%   5.3 2655s
 50784 43166 2324171.24   67  312 2351838.31 2312579.41  1.67%   5.3 2660s
 50848 43180     cutoff   91      2351838.31 2312579.41  1.67%   5.3 2665s
 50905 43195     cutoff   59      2351838.31 2312582.84  1.67%   5.3 2670s
 50982 43256 2319158.14   57  312 2351838.31 2312582.84  1.67%   5.3 2675s
 51094 43356 2324582.99   95  316 2351838.31 2312582.84  1.67%   5.3 2680s
 51206 43432 2325748.07  134  309 2351838.31 2312582.84  1.67%   5.3 2685s
 51313 43528 2326450.54  175  307 2351838.31 2312582.84  1.67%   5.3 2690s
 51423 43616 2326524.73  230  307 2351838.31 2312582.84  1.67%   5.3 2695s
 51520 43696 2326997.68  272  306 2351838.31 2312582.84  1.67%   5.3 2700s
 51607 43750 2327516.76  289  306 2351838.31 2312582.84  1.67%   5.3 2705s
 51704 43759 2332296.14  334  328 2351838.31 2312582.84  1.67%   5.3 2710s
 51799 43805     cutoff  371      2351838.31 2312582.84  1.67%   5.3 2715s
 51906 43834     cutoff  424      2351838.31 2312582.84  1.67%   5.4 2720s
 51989 43856 2339597.58  455  375 2351838.31 2312582.84  1.67%   5.4 2725s
 52091 43919 2340960.59  520  368 2351838.31 2312582.84  1.67%   5.4 2730s
 52175 43994 2341384.79  562  362 2351838.31 2312582.84  1.67%   5.4 2735s
 52363 44182 2341758.40  750  362 2351838.31 2312582.84  1.67%   5.4 2740s
 52554 44373 2342137.21  941  362 2351838.31 2312582.84  1.67%   5.3 2745s
 52702 44521 2342309.39 1016  359 2351838.31 2312582.84  1.67%   5.3 2750s
 52824 44643 2342687.95 1088  359 2351838.31 2312582.84  1.67%   5.3 2755s
 52941 44760 2342853.02 1128  359 2351838.31 2312582.84  1.67%   5.3 2760s
 53055 44874 2343013.30 1164  359 2351838.31 2312582.84  1.67%   5.3 2765s
 53169 44988 2343170.45 1202  359 2351838.31 2312582.84  1.67%   5.3 2770s
 53283 45102 2343331.38 1240  359 2351838.31 2312582.84  1.67%   5.3 2775s
 53381 45200 2343470.55 1271  359 2351838.31 2312582.84  1.67%   5.3 2780s
 53475 45294 2343611.21 1303  359 2351838.31 2312582.84  1.67%   5.3 2785s
 53575 45394 2343737.82 1332  359 2351838.31 2312582.84  1.67%   5.3 2790s
 53679 45498 2343873.21 1363  359 2351838.31 2312582.84  1.67%   5.3 2795s
 53786 45605 2344007.74 1394  359 2351838.31 2312582.84  1.67%   5.3 2800s
 53884 45703 2344133.51 1424  359 2351838.31 2312582.84  1.67%   5.2 2805s
 53989 45808 2344268.89 1455  359 2351838.31 2312582.84  1.67%   5.2 2810s
 54096 45915 2344403.42 1486  359 2351838.31 2312582.84  1.67%   5.2 2815s
 54190 46009 2344530.89 1515  359 2351838.31 2312582.84  1.67%   5.2 2820s
 54289 46108 2344654.66 1546  359 2351838.31 2312582.84  1.67%   5.2 2825s
 54390 46209 2344783.26 1574  359 2351838.31 2312582.84  1.67%   5.2 2830s
 54496 46315 2344918.65 1605  359 2351838.31 2312582.84  1.67%   5.2 2835s
 54594 46413 2345042.42 1636  359 2351838.31 2312582.84  1.67%   5.2 2840s
 54695 46514 2345172.73 1663  359 2351838.31 2312582.84  1.67%   5.2 2845s
 54800 46619 2345307.26 1694  359 2351838.31 2312582.84  1.67%   5.2 2850s
 54901 46720 2345436.51 1724  359 2351838.31 2312582.84  1.67%   5.2 2855s
 54988 46807 2345557.85 1752  359 2351838.31 2312582.84  1.67%   5.2 2860s
 55094 46913 2345691.53 1784  359 2351838.31 2312582.84  1.67%   5.2 2865s
 55182 47001 2345808.44 1810  359 2351838.31 2312582.84  1.67%   5.1 2870s
 55275 47094 2345927.98 1837  359 2351838.31 2312582.84  1.67%   5.1 2875s
 55367 47186 2346045.62 1867  359 2351838.31 2312582.84  1.67%   5.1 2880s
 55460 47279 2346170.65 1893  359 2351838.31 2312582.84  1.67%   5.1 2885s
